Buyer,Origin,Buy Agree ID,Vendor,Name,Status,Descr,Vt process used,Vt agrmt type,Begin Dt,Expire Dt,Max. Amt,State
MSTONGE,DG,0000000000000000000034322,0000007423,Facey Goss & McPhee P.C.,Approved,AC CONTRACT RUTLAND CTY FY18,Simplified,Prof,7/1/2017,6/30/2018,70008.000,VT
MSTONGE,DG,0000000000000000000034323,0000332128,"Furlan & Associates, PLLC",Approved,AC RUTLAND CONTRACT FY18,Simplified,Prof,7/1/2017,6/30/2018,73872.000,VT
MSTONGE,DG,0000000000000000000034324,0000191775,"Louttit,Eric S",Approved,AC RUTLAND CONTRACT FY18,Simplified,Prof,7/1/2017,6/30/2018,81528.000,VT
MSTONGE,DG,0000000000000000000034325,0000155298,"Aylesworth-Reis,Linda PC",Approved,AC RUTLAND CONTRACT FY18,Simplified,Prof,7/1/2017,6/30/2018,33228.000,VT
MSTONGE,DG,0000000000000000000034327,0000305183,"LaMonda,James Esq",Approved,AC CONTRACT WASHINGTON FY18,Simplified,Prof,7/1/2017,6/30/2018,44448.000,VT
MSTONGE,DG,0000000000000000000034328,0000287742,Maguire Law Associates PLC,Approved,AC WASHINGTON CONTRACT FY18,Simplified,Prof,7/1/2017,6/30/2018,38548.000,VT
MSTONGE,DG,0000000000000000000034329,0000034907,"Martino,James A",Approved,AC CONTRACT WASHINGTON FY 18,Simplified,Prof,7/1/2017,6/30/2018,30636.000,VT
MSTONGE,DG,0000000000000000000034330,0000031925,"Rome,Alan S",Approved,AC WASHINGTON CONTRACT FY18,Simplified,Prof,7/1/2017,6/30/2018,50244.000,VT
MSTONGE,DG,0000000000000000000034331,0000034695,"Seaman,Colin L",Approved,AC WASHINGTON CONTRACT FY18,Simplified,Prof,7/1/2017,6/30/2018,76000.000,VT
MSTONGE,DG,0000000000000000000034332,0000036050,"Sheftman,Robert A",Approved,AC WASHINGTON CONTRACT FY18,Simplified,Prof,7/1/2017,6/30/2018,75240.000,VT
MSTONGE,DG,0000000000000000000034333,0000326577,Burke Law PC,Approved,AC SERV IN WINDHAM CTY FY18,Simplified,Prof,7/1/2017,6/30/2018,55680.000,VT
MSTONGE,DG,0000000000000000000034334,0000352689,"Cay,Susan",Approved,AC CONTRACT WINDHAM CTY FY18,Simplified,Prof,7/1/2017,6/30/2018,70008.000,VT
MSTONGE,DG,0000000000000000000034335,0000315896,"Rambold,Kevin",Approved,AC CONTRACT WINDHAM  FY18,Simplified,Prof,7/1/2017,6/30/2018,77172.000,VT
MSTONGE,DG,0000000000000000000034336,0000294225,Breton & Simon LLC,Approved,AC CONTRACT WINDSOR CTY FY 18,Simplified,Prof,7/1/2017,6/30/2018,15480.000,VT
MSTONGE,DG,0000000000000000000034337,0000326577,Burke Law PC,Approved,AC SVCS IN WINDSOR CTY FY18,Simplified,Prof,7/1/2017,6/30/2018,53160.000,VT
MSTONGE,DG,0000000000000000000034338,0000038204,"Clough,Ruth E",Approved,AC WINDSOR CONTRACT FY18,Simplified,Prof,7/1/2017,6/30/2018,72568.000,VT
MSTONGE,DG,0000000000000000000034339,0000035228,"Martin,Maureen A",Approved,AC WINDSOR CONTRACT FY18,Simplified,Prof,7/1/2017,6/30/2018,70468.000,VT
MSTONGE,DG,0000000000000000000034341,0000036537,Nelson & Associates,Approved,AC WINDSOR CONTRACT FY 18,Simplified,Prof,7/1/2017,6/30/2018,51896.000,VT
MSTONGE,DG,0000000000000000000034342,0000039368,"Newman,Miriam W Law Office",Approved,AC WINDSOR CONTRACT FY18,Simplified,Prof,7/1/2017,6/30/2018,70248.000,VT
MSTONGE,DG,0000000000000000000034344,0000331880,"Katina Frances Ready, Esq, PLLC",Approved,APPELLATE SERVICES FY18,Simplified,Prof,7/1/2017,6/30/2018,37980.000,VT
MSTONGE,DG,0000000000000000000034345,0000130199,McClallen & Associates PC,Approved,CASELOAD RELIEF SERVICES FY18,Simplified,Prof,7/1/2017,6/30/2018,76000.000,VT
MSTONGE,DG,0000000000000000000034346,0000324650,Law Offices of John B. St. Francis,Approved,PD CASELOAD RELIEF CON FY18,Simplified,Prof,7/1/2017,6/30/2018,76000.000,VT
MSTONGE,DG,0000000000000000000034347,0000272214,"Star,Sarah R Esq",Approved,APPELLATE SERVICES FY18,Simplified,Prof,7/1/2017,6/30/2018,37980.000,VT
NBROWNIN,911,0000000000000000000033045,0000124741,"Mustafic,Olga",Approved,Outside cleaning services,Simplified,Prof,1/1/2017,12/31/2017,7800.000,VT
NBROWNIN,911,0000000000000000000033133,0000358865,"911 Authority, LLC",Approved,,Simplified,Other,1/3/2017,1/3/2018,100000.000,PA
NBROWNIN,PER,0000000000000000000029626,0000170697,Tupelo Group LLC,Approved,WORKFORCE DEVELOPMENT TRAINING,Standard,Prof,7/1/2015,6/30/2017,14500.000,VT
NBROWNIN,PER,0000000000000000000029627,0000326692,"Ringer,Judith M.",Approved,WORKFORCE DEVELOPMENT TRAINING,Standard,Prof,7/1/2015,6/30/2017,14000.000,NH
NBROWNIN,PER,0000000000000000000029632,0000062502,"Driscoll,Ann E",Approved,WORKFORCE DEVELOPMENT TRAINING,Standard,Prof,7/1/2015,6/30/2017,14850.000,NH
NBROWNIN,PER,0000000000000000000029973,0000011716,Milliman Inc,Approved,CONSULTING SERVICES,Standard,Other,6/1/2015,5/31/2019,800000.000,PA
NBROWNIN,PER,0000000000000000000029976,0000346670,"Remedy Analytics, Inc.",Approved,ANALYSIS OF CURRENT DRUG PRES.,Standard,Prof,8/10/2015,12/31/2018,1750000.000,WI
NBROWNIN,PER,0000000000000000000030087,0000347470,"ClearChoiceMD, PLLC",Approved,,Standard,Prof,8/17/2015,8/16/2017,213300.000,ME
NBROWNIN,PER,0000000000000000000030281,0000346371,Medco Containment Life Insurance Company,Approved,,Standard,Financial,1/1/2015,12/31/2018,60000000.000,IL
NBROWNIN,PER,0000000000000000000031920,0000006962,Child Care Resource,Approved,CHILD CARE RESOURCES,Sole,Prof,7/1/2016,6/30/2017,9525.000,VT
NBROWNIN,PER,0000000000000000000032040,0000066441,"Mihina,Karen",Approved,SUPPRT VSEA CHILD & ELDER CARE,Qual based,Prof,7/1/2016,6/30/2017,7000.000,VT
NBROWNIN,PER,0000000000000000000032085,0000354703,Rizzo & Associates LLC,Approved,,Standard,Other,7/1/2016,6/30/2018,24000.000,OH
NBROWNIN,PER,0000000000000000000032203,0000355310,"PPH Global Services, LLC",Approved,ADMINISTER INFLUENZA VACCINE,Standard,Prof,7/25/2016,7/24/2018,230000.000,AZ
NBROWNIN,PER,0000000000000000000032316,0000058332,"Torrance,Martha",Approved,EMPLOYEE TRAINING & DEVELOPMEN,Simplified,Other,8/1/2016,6/30/2017,15720.000,MA
NBROWNIN,PER,0000000000000000000032335,0000293685,ReGeneration Resouces,Approved,WORKFORCE DEVELOPMENT TRAINING,Standard,Other,8/1/2016,6/30/2017,24925.000,VT
NBROWNIN,PER,0000000000000000000032504,0000291605,Productivity Vermont,Approved,Workforce Development Training,Standard,Other,9/15/2016,9/15/2018,14800.000,VT
NBROWNIN,PER,0000000000000000000032640,0000293685,ReGeneration Resouces,Approved,TRAINING SERVICES,Simplified,Other,9/20/2016,9/20/2018,24900.000,VT
NBROWNIN,PER,0000000000000000000032794,0000035267,"Romano,Josephine",Approved,WORKFORCE DEVELOPMENT TRAINING,Standard,Other,10/20/2016,10/20/2018,12000.000,VT
NBROWNIN,PER,0000000000000000000032843,0000357663,"Clark,David Bjorn",Approved,,Sole,Other,10/1/2016,6/30/2017,7000.000,VT
NBROWNIN,PER,0000000000000000000032904,0000322445,ReVisions LLC,Approved,WORKFORCE DEVELOPMENT TRAINING,Standard,Other,11/10/2016,11/10/2017,20390.000,VT
NBROWNIN,PER,0000000000000000000032980,0000037617,O'Shea Training & Consulting,Approved,WORKFORCE DEVELOPMENT TRAINING,Standard,Other,12/7/2016,12/7/2018,24850.000,VT
NBROWNIN,PER,0000000000000000000033082,0000354703,Rizzo & Associates LLC,Approved,,Standard,Other,12/15/2016,12/15/2017,24900.000,OH
NBROWNIN,PER,0000000000000000000033105,0000325140,"Cope & Associates, Inc",Approved,WORKFORCE DEVELOPMENT TRAINING,Standard,Other,12/27/2016,12/27/2018,24900.000,VT
NBROWNIN,PER,0000000000000000000033134,0000062502,"Driscoll,Ann E",Approved,WORKFORCE DEVELOPMENT TRAINING,Simplified,Other,12/28/2016,12/28/2017,24500.000,NH
NBROWNIN,PER,0000000000000000000033135,0000351996,Quality Matters,Approved,WORKFORCE DEVELOPMENT TRAINING,Standard,Other,12/7/2016,12/7/2017,23500.000,VT
NBROWNIN,PER,0000000000000000000033139,0000181637,Medical Care Management Company LLC,Approved,APPEAL/ESI,Sole,Other,1/1/2017,12/31/2018,5000.000,IL
NBROWNIN,PER,0000000000000000000033218,0000280290,"FirstNet Learning, Inc",Approved,,Standard,Other,1/31/2017,1/31/2019,23750.000,CO
NBROWNIN,PER,0000000000000000000033234,0000359346,The Firefly Group,Approved,,Standard,Other,12/27/2016,12/27/2018,24450.000,VT
NBROWNIN,PER,0000000000000000000033398,0000007484,Career Networks Inc,Approved,,Standard,Other,12/27/2016,12/27/2017,14400.000,VT
NBROWNIN,PER,0000000000000000000033642,0000042855,Champlain College Inc,Approved,,Simplified,Prof,4/7/2017,12/31/2017,11000.000,VT
NBROWNIN,PER,0000000000000000000034549,0000006962,Child Care Resource,Approved,CHILD CARE RESOURCES,Sole,Prof,7/1/2017,6/30/2018,9525.000,VT
NBROWNIN,PER,0000000000000000000034550,0000357663,"Clark,David Bjorn",Approved,,Sole,Prof,7/1/2017,6/30/2018,7000.000,VT
NBROWNIN,PER,0000000000000000000034735,0000058332,"Torrance,Martha",Approved,EMPLOYEE TRAINING & DEVELOPMEN,Standard,Prof,7/31/2017,7/31/2018,67100.000,MA
NBROWNIN,PER,0000000000000000000034760,0000002275,McNeil Leddy & Sheahan,Approved,CHIEF NEGOTIATOR FOR VSEA & VT,Standard,Other,8/1/2017,6/30/2018,100000.000,VT
NBROWNIN,PER,0000000000000000000034918,0000044216,KnowledgeWave Training,Approved,EMPLOYEE TRAINING & DEVELOP.,Simplified,Other,9/20/2017,9/20/2018,23400.000,VT
NBROWNIN,PER,0000000000000000000034918,0000044216,KnowledgeWave Training,Approved,EMPLOYEE TRAINING & DEVELOP.,Simplified,Other,9/20/2017,9/20/2018,23400.000,VT
NBROWNIN,PER,0000000000000000000034981,0000356872,"Waterbury Center LLC, dba VT Panurgy",Approved,,Standard,Prof,8/28/2017,8/28/2018,20400.000,VT
NDOWLING,ANR,0000000000000000000033522,0000109575,"DC Energy Innovations, Inc",Approved,ANR SOLAR INSTALL  ESSEX,Standard,Other,4/15/2017,12/31/2017,75487.000,VT
NDOWLING,B53,0000000000000000000025375,0000327439,NORESCO LLC,Approved,BGS LEASE PURCHASE FOR ESCO,Sole,Other,9/1/2013,6/30/2018,4726730.000,PA
NDOWLING,B53,0000000000000000000029170,0000289077,Graves Builders,Approved,Statewide Carpentry Services,Standard,Other,6/1/2015,5/31/2018,150000.000,VT
NDOWLING,B53,0000000000000000000029531,0000310459,SafeTek Inc,Approved,BGS Security Installation,Standard,Prof,2/1/2016,2/28/2018,250000.000,VT
NDOWLING,B53,0000000000000000000029532,0000061404,MEI Electrical Contractors,Approved,BGS Security Installation,Standard,Prof,2/1/2016,2/28/2018,250000.000,VT
NDOWLING,B53,0000000000000000000029535,0000001763,Omega Electric Construction Co Inc,Approved,BGS Security Installation,Standard,Prof,2/1/2016,2/28/2018,250000.000,VT
NDOWLING,B53,0000000000000000000032898,0000017413,Daniels Equipment Co,Approved,Ozone Injection Systems,Simplified,Other,11/29/2016,11/28/2018,13500.000,NH
NDOWLING,B53,0000000000000000000032909,0000357750,"Goldstone Architecture, PLLC",Approved,BID / CONTRACT ADMINISTRATION,Sole,Arch/Eng,11/30/2016,9/30/2018,67451.070,VT
NDOWLING,B53,0000000000000000000033450,0000061404,MEI Electrical Contractors,Approved,BGS-LIGHTING AND CONTROLS UPGR,Standard,Const,3/20/2017,9/30/2017,762383.000,VT
NDOWLING,B53,0000000000000000000033523,0000360381,"Krause,Mark O",Open,BGS CHIMNEY REMOVAL,,,4/15/2017,5/30/2017,8112.000,VT
NDOWLING,B53,0000000000000000000033853,0000059441,S D Ireland Brothers Corporation,Approved,Construction Services,Sole,Const,5/15/2017,10/31/2017,63000.000,VT
NDOWLING,B53,0000000000000000000033855,0000003032,Control Technologies Inc,Approved,SPRINGFIELD SOB HVAC MODIFICAT,Standard,Other,5/15/2017,8/15/2017,34665.000,VT
NDOWLING,B53,0000000000000000000033884,0000003032,Control Technologies Inc,Approved,SSOB LIGHTING AND CONTROLS,Standard,Other,7/1/2017,10/31/2017,255500.000,VT
NDOWLING,B53,0000000000000000000033886,0000003032,Control Technologies Inc,Approved,SSOB CONTROL MODIFICATION,Standard,Other,5/15/2017,8/15/2017,54950.000,VT
NDOWLING,B53,0000000000000000000034081,0000306678,Building Energy Corp,Approved,Williston SB Info Center Energ,Simplified,Other,6/12/2017,9/30/2017,17454.000,VT
NDOWLING,B53,0000000000000000000034527,0000273738,A. Cooper Mechanical Inc.,Approved,Construction Services,Standard,Const,8/2/2017,12/31/2017,665600.000,VT
NDOWLING,B53,0000000000000000000034580,0000043373,Capstone Community Action Inc,Approved,AirSeal and Insulation Baldwin,Simplified,Other,8/1/2017,8/30/2019,50000.000,VT
NDOWLING,B53,0000000000000000000034789,0000006762,Temperature Controls of Vermont Inc,Open,MIDDLESEX HEAT PLANT CONTROLS,Simplified,Other,9/1/2017,11/14/2019,49780.000,VT
NDOWLING,B53,0000000000000000000035119,0000002516,ST Paving Inc dba VT Tennis Courts,Open,BGS-BAT-170078-THRUSH LOT PAVE,,,10/18/2017,11/28/2018,109530.000,VT
NDOWLING,B54,0000000000000000000025805,0000329793,Cleantech Building Maintenance Inc,Approved,Janitorial SVS S Burl DMV,Standard,Other,12/30/2013,12/30/2017,124104.400,VT
NDOWLING,B54,0000000000000000000025902,0000032712,"Scott,Carol",Approved,Janitorial Svs SAS Office Brat,Standard,Other,1/1/2014,12/31/2017,16000.000,VT
NDOWLING,B54,0000000000000000000031002,0000000931,Blueprints Etc,Approved,PLANROOM MGMT PRINT & DIST,Standard,Other,4/1/2016,3/31/2018,100000.000,VT
NDOWLING,B54,0000000000000000000033414,0000006921,Meeting House Furniture Restoration,Approved,FURNITURE CONSERVATION,Standard,Other,3/20/2017,3/19/2018,50000.000,VT
NDOWLING,B54,0000000000000000000034601,0000006916,Calkins Portable Toilets,Open,STATEWIDE PORTABLE RESTROOM,,,8/1/2017,11/3/2018,75000.000,VT
NDOWLING,B54,0000000000000000000034942,0000351237,Jennifer Baker Conservation,Approved,BGS CURATORIAL SERVICES,Standard,Other,10/1/2017,9/30/2018,10000.000,VT
NDOWLING,B54,0000000000000000000034943,0000343511,"Emlen,Cornelia",Open,BGS CURATORIAL ASSISTANCE SERV,Standard,Other,10/1/2017,9/30/2018,10000.000,VT
NDOWLING,B54,0000000000000000000034944,0000362642,"Evans,Allyson",Open,BGS CURATORIAL ASSISTANCE SERV,Standard,Other,10/1/2017,9/30/2018,10000.000,VT
NDOWLING,B67,0000000000000000000023090,0000316689,AllEarth Services LLC,Approved,RENEWABLE ENERGY SERVICES,Standard,Prof,9/15/2012,9/14/2017,0.000,VT
NDOWLING,B67,0000000000000000000031554,0000276950,Jani Tech,Approved,JANITORIAL SERVICES 94 HARVEST,Standard,Other,6/1/2016,5/31/2018,15280.000,VT
NDOWLING,B67,0000000000000000000031584,0000276950,Jani Tech,Approved,JANITORIAL SERVICES AHS RUTLAN,Standard,Prof,6/1/2016,5/31/2018,14820.000,VT
NDOWLING,B67,0000000000000000000031592,0000276950,Jani Tech,Approved,BGS JANITORIAL AHS STJ,Standard,Other,7/1/2016,9/30/2017,62282.000,VT
NDOWLING,B67,0000000000000000000031637,0000276950,Jani Tech,Approved,JANITORIAL SERVICES,Standard,Other,7/1/2016,6/30/2019,32580.000,VT
NDOWLING,B67,0000000000000000000034050,0000362043,Jerry Gras Maintenance,Approved,JANITORIAL SERVICE AT DMV BENN,Standard,Other,4/15/2017,4/14/2018,8640.000,VT
NDOWLING,B67,0000000000000000000034148,0000300269,Central Vermont Contract Cleaning,Approved,JANITORIAL FOR DPS/DFS RUTLAND,Standard,Other,7/1/2017,6/30/2019,9500.000,VT
NDOWLING,B81,0000000000000000000033415,0000351237,Jennifer Baker Conservation,Approved,FURNITURE CONSERVATION,Standard,Other,3/20/2017,3/19/2018,50000.000,VT
NDOWLING,B83,0000000000000000000022731,0000275925,Bold Planning Solutions Inc,Approved,COOP PLAN,Sole,Prof,8/1/2012,7/31/2017,63960.000,TN
NDOWLING,B83,0000000000000000000033336,0000061404,MEI Electrical Contractors,Approved,AHS SECURITY ENHANCEMENTS,Standard,Other,3/1/2017,6/30/2017,75126.000,VT
NDOWLING,B84,0000000000000000000035030,0000003425,Spates Construction,Open,BGS ENERGY RETROFIT PSB DERBY,Standard,Const,10/2/2017,11/30/2017,159000.000,VT
NDOWLING,CP,0000000000000000000033024,0000001566,"E.F. Wall & Associates, Inc.",Approved,BLANKET - METAL FABRICATION,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033027,0000233810,LWI Metalworks,Approved,BLANKET - METAL FABRICATION,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033028,0000207476,NEVTEC Ltd,Approved,BLANKET - METAL FABRICATION,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033029,0000350521,"Quality Metal Products, Inc.",Approved,BLANKET - METAL FABRICATION,Standard,Const,1/1/2017,12/31/2017,100000.000,VT
NDOWLING,CP,0000000000000000000033030,0000358403,Reliance Steel Inc.,Approved,BLANKET - METAL FABRICATION,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033031,0000080997,All Seasons Construction Corp,Approved,BLANKET - ROOFING,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033032,0000001486,Burrell Roofing Co Inc,Approved,BLANKET - ROOFING,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033034,0000001566,"E.F. Wall & Associates, Inc.",Approved,BLANKET - ROOFING,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033036,0000289077,Graves Builders,Approved,BLANKET - ROOFING,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033037,0000002616,Kingdom Construction Inc,Approved,BLANKET - ROOFING,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033038,0000332646,"Titan Roofing, Inc.",Approved,BLANKET - ROOFING,Standard,Const,1/1/2017,12/31/2017,250000.000,MA
NDOWLING,CP,0000000000000000000033040,0000001521,Vermont Roofing Co Inc,Approved,BLANKET - ROOFING,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033041,0000080997,All Seasons Construction Corp,Approved,BLANKET-WINDOWS & DOOR SVS,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033042,0000001566,"E.F. Wall & Associates, Inc.",Approved,BLANKET-WINDOW&DOOR SVS,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033043,0000289077,Graves Builders,Approved,BLANKET-WINDOW&DOOR SVS,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033044,0000002616,Kingdom Construction Inc,Approved,BLANKET-WINDOW & DOOR SVS,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033047,0000001219,Royal Group Inc,Approved,BLANKET-WINDOW & DOOR SVS,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033048,0000299198,"Fishburn,S A Inc",Approved,BLANKET-WINDOW & DOOR SVS.,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033049,0000001566,"E.F. Wall & Associates, Inc.",Approved,BLANKET - FLOORING,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033050,0000312645,"Floor Rescue, Inc",Approved,BLANKET - FLOORING,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033051,0000289077,Graves Builders,Approved,BLANKET - FLOORING,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033052,0000007729,"Vermont Protective Coatings, Inc",Approved,BLANKET - FLOORING,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033054,0000354117,"M&M Carpet Service, Inc.",Approved,BLANKET - FLOORING,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033056,0000340189,"Jackson,Douglas J",Open,BLANKET - FLOORING,Standard,Other,7/1/2017,12/31/2018,250000.000,VT
NDOWLING,CP,0000000000000000000033061,0000001573,Rodd Roofing,Approved,BLANKET - ROOFING,Standard,Const,1/1/2017,12/31/2017,250000.000,VT
NDOWLING,CP,0000000000000000000033142,0000342643,Adirondack Combustion Technologies Inc,Approved,CP-STATEWIDE BOILER&FURNACE,Standard,Other,2/1/2017,1/30/2018,250000.000,NY
NDOWLING,CP,0000000000000000000033143,0000295323,Alliance Mechanical Inc.,Approved,CP-STATEWIDE BOILER&FURNACE,Standard,Other,2/1/2017,1/31/2018,250000.000,VT
NDOWLING,CP,0000000000000000000033145,0000127429,Barclay Water Management Inc,Approved,CP-STATEWIDE BOILER&FURANCE,Standard,Other,2/1/2017,1/31/2018,250000.000,MA
NDOWLING,CP,0000000000000000000033146,0000280411,Dubois Chemicals Inc,Approved,CP- BOILER & FURNACE SERVICES,Standard,Other,2/1/2017,1/31/2018,250000.000,IL
NDOWLING,CP,0000000000000000000033147,0000307175,Green Mountain Boiler Service,Approved,CP-STATEWIDE BOILER&FURNACE,Standard,Other,2/1/2017,1/31/2018,250000.000,VT
NDOWLING,CP,0000000000000000000033148,0000249740,Homestead Heating & Plumbing LLC,Approved,CP-BOILER & FURNACE SERVICE,Standard,Other,2/1/2017,1/31/2018,250000.000,VT
NDOWLING,CP,0000000000000000000033149,0000000969,New England Air Systems LLC,Approved,CP- BOILER & FURNACE SERVICES,Standard,Other,2/1/2017,1/31/2018,250000.000,VT
NDOWLING,CP,0000000000000000000033150,0000006744,Therrien's Boiler & Mechanical Serv,Approved,CP- BOILER & FURNACE SERVICE,Standard,Other,2/1/2017,1/31/2018,250000.000,VT
NDOWLING,CP,0000000000000000000033151,0000358883,G Street Works LLC,Approved,CP - METAL FABRICATION,Standard,Other,1/1/2017,12/31/2017,100000.000,VT
NDOWLING,CP,0000000000000000000033197,0000359142,Anderson Welding LLC,Approved,BLANKET - METAL FABRICATION,Standard,Other,2/1/2017,3/31/2018,100000.000,NH
NDOWLING,CP,0000000000000000000033356,0000001778,Atlantic Fire Sprinkler,Approved,"FIRE ALARM, SPRINKLER, SUPRESS",Standard,Other,3/1/2017,2/28/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033374,0000002073,Vermont Fire Extinguisher,Approved,"FIRE ALARM,SPRINKLER, SUPPRESS",Standard,Other,3/1/2017,2/28/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033376,0000000967,Fireprotec,Approved,"FIRE ALARM, SPRINKLER, SUPPRES",Standard,Other,3/1/2017,2/28/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033378,0000004206,Benoit Electric Inc,Approved,"FIRE ALARM, SPRINKLER, SUPPRES",Standard,Other,3/1/2017,2/28/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033379,0000061404,MEI Electrical Contractors,Approved,"FIRE ALARM, SPRINKLER , SAFETY",Standard,Other,3/1/2017,2/28/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033380,0000001763,Omega Electric Construction Co Inc,Approved,"FIRE ALARM, SPRINKLER, SUPPRES",Standard,Other,3/1/2017,2/28/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033381,0000003279,Life Safety Systems,Approved,"FIRE ALARM, SPRINKLER, SUPPRES",Standard,Other,3/1/2017,2/28/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033382,0000001212,Countryside Lock & Alarms Inc,Approved,"FIRE ALARM, SPRINKLER, SUPPRES",Standard,Other,3/1/2017,2/28/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033395,0000305415,"CFW Electric, LLC",Approved,"FIRE ALARM,SPRINKLER, SUPPRESS",Standard,Other,3/1/2017,2/28/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033531,0000360011,J & R Sprinkler Co,Approved,"FIRE ALARM SERVICES, SPRINKLER",Standard,Other,4/1/2017,2/28/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033935,0000071975,Naturalawn of America,Approved,CP-PESTICIDE APPLICATION SVS,Standard,Other,6/1/2017,5/31/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033937,0000001808,L/R Pest Elimination Services,Approved,CP-PESTICIDE APPLICATION SVS,Standard,Other,6/1/2017,5/31/2019,50000.000,VT
NDOWLING,CP,0000000000000000000033939,0000000989,Pembroke Landscaping,Approved,CP-PESTICIDE APPLICATION SVS,Standard,Other,6/1/2017,5/31/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033941,0000000830,Middlebury Fence Company,Approved,CP - FENCING SERVICES,Standard,Other,6/1/2017,5/31/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033942,0000343381,G & N Excavation Inc,Approved,CP - FENCING SERVICES,Standard,Other,6/1/2017,5/31/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033948,0000004223,J. Hutchins Inc,Approved,"CP-LANDSCAPE,HARDSCAPE&TREE",Standard,Other,6/1/2017,5/31/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033951,0000291888,Stonewall Hardscapes LLC,Approved,"CP-LANDSCAPE,HARDSCAPE&TREES",Standard,Other,6/1/2017,5/31/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033952,0000001827,Farr's Tree Service,Approved,"CP-LANDSCAPE,HARDSCAPE&TREES",Standard,Other,6/1/2017,5/31/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033953,0000190336,Lowell Landscaping,Approved,"CP-LANDSCAPE,HARDSCAPE&TREES",Standard,Other,6/1/2017,5/31/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033954,0000307639,Thomson Timber Harvesting & Trucking LLC,Approved,"CP-LANDSCAPE,HARDSCAPE&TREES",Standard,Other,6/1/2017,5/31/2019,250000.000,NH
NDOWLING,CP,0000000000000000000033955,0000007928,Potter's Tree Healthcare,Approved,"CP-LANDSCAPE,HARDSCAPE&TREES",Standard,Other,6/1/2017,5/31/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033956,0000287608,Lines & Designs Lawn Care,Approved,"CP-LANDSCAPE,HARDSCAPE&TREES",Standard,Other,6/1/2017,5/31/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033957,0000008481,Mayotte's Tree Service & General,Open,"CP-LANDSCAPE,HARDSCAPE&TREES",Standard,Other,6/1/2017,5/31/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033958,0000350417,"Teachers Tree Service, Inc",Approved,"CP-LANDSCAPE,HARDSCAPE&TREES",Standard,Other,6/1/2017,5/31/2019,250000.000,VT
NDOWLING,CP,0000000000000000000033960,0000166008,Chippers,Approved,"CP-LANDSCAPE,HARDSCAPE&TREES",Standard,Other,6/1/2017,5/31/2019,250000.000,VT
