LTCR,RUFF,RUT,ALCR,AADT,Treatment,Base,Years since Work,Actual LTCR,Actual RUFF,Actual RUT,Actual ALCR
98.81760831,98.62227547,78.65422686,87.19005025,3100,OVL,TONS,8,99.282966,93.83796122,80.27782936,87.19005025
78.96283976,98.50525823,80.47279872,60.02476,5200,PAO,TONW,10,91.88961109,99.56704032,80.40955899,62.00264
99.87157073,100,84.01034998,94.878,1600,OVL,TONS,3,99.35261967,95.98746208,83.43927404,93.696
45.65254803,13.09511624,64.00575015,72.35142405,7934,MAF,THCK,15,67.93367811,6.557814043,66.58004829,73.04341772
77.74542925,37.6133023,82.55822454,92.514,1200,OVL,TONS,5,66.95128479,16.40164651,77.01175792,89.362
90.79746125,75.08696156,85.08866253,82.073,6300,MAF,THCK,8,94.51046146,68.72626601,84.53626995,80.3
37.37471173,39.44849059,60.56988409,77.6221645,1300,PAO,TONS,18,63.98731472,16.41599061,59.66838539,71.3908811
99.9755579,100,76.23117158,61.51032491,3363,SEAL,THCK,3,100,100,82.4372397,97.78129568
47.12950463,24.93610127,29.76359604,58.5315,1400,OVL,TONS,20,91.51919301,70.05855156,60.99974212,81.67112
75.83927148,85.14251865,71.1394404,87.66386,1500,OVL,TONS,17,74.10141868,72.44759634,57.11282995,83.79872
27.89503623,74.22394821,39.81904018,72.617,570,PAO,TONW,19,32.99298724,40.59608502,22.10253173,62.57
98.86435187,93.85819134,84.53884374,69.465,9100,PPST,THCK,6,99.53008873,94.65934057,84.19883111,67.692
96.80107288,96.70224886,84.34712052,97.41657621,2500,PAO,THCK,2,99.9089229,86.53011977,82.66626968,97.52070407
32.92535548,46.23401999,37.74270852,61.979,740,OVL,TONS,21,100,100,79.32649927,97.242
100,100,85.12075647,98.2273546,500,PAO,TONS,2,99.98492368,96.2451538,83.81045345,96.06
100,100,85.07668797,97.2814,937,PAO,TONW,2,100,96.62737314,82.69613956,94.484
90.86990431,81.80681469,80.64452547,85.05952,4100,OVL,THCK,5,89.39705735,66.45417174,79.46922445,85.77463
97.8170093,98.75585529,86.77401392,79.906,7200,MAF,THCK,5,100,98.99034351,86.6665088,81.482
62.35874493,47.653149,58.95796262,82.36010199,1000,OVL,TONW,14,65.34580836,48.14494066,60.46913555,83.28639442
35.31489801,33.32611818,61.64545215,85.619,760,OVL,TONS,11,29.49653542,4.751611521,55.02555145,84.03553997
37.06112302,31.42602749,72.73754838,85.25652,920,OVL,TONS,17,50.69501269,9.701150761,68.58864151,83.59778
84.39211625,59.62504917,70.73617742,67.53788501,8334,MAF,AONC,4,81.31670188,24.56476562,66.51717314,63.28636364
74.60525562,85.18595217,65.09589713,34.43361826,5303,OVL,TONW,15,77.38068121,83.98973893,54.36110418,14.70985958
57.31043032,40.37264974,70.59389826,84.24,2600,OVL,TONW,4,63.66515906,16.00829283,64.64058438,78.36546
85.9859853,99.34125502,84.36977339,65.919,3900,MAF,THCK,14,100,100,84.96098577,90.938
45.39819203,66.41394542,62.22775277,75.8210474,2100,OVL,TONS,13,75.62875853,68.21675307,55.13663116,73.18436
45.40333949,21.49953237,77.86939342,62.57,3865,PAO,THCK,16,97.22980355,98.84798927,0,31.56842105
77.12083929,99.21132309,77.46682611,81.78538,4000,OVL,TONS,5,93.33089327,99.67091506,77.90352468,84.19469
73.01842592,91.87839325,83.67443812,88.9286,4100,MAF,THCK,3,86.03583683,77.4439618,83.38706832,92.12
59.43958721,12.46643749,75.54522307,60.6,5200,CROL,THCK,16,95.06469301,97.88745147,71.82111607,45.431
84.40774461,75.83486109,73.92073801,73.09029046,8600,MAF,AONC,5,96.34953688,90.34555183,71.84340071,83.46344398
45.35880136,50.36596771,38.68096317,60.96070423,2200,OVL,TONW,14,41.37729388,25.63726109,15.81371257,44.17408451
31.68840858,45.67866175,58.78343468,59.82525226,1800,OVL,TONS,18,99.87454535,99.99754583,81.59543801,94.22507115
80.87814645,72.1593726,83.64952612,80.891,6239,MAF,THCK,8,91.4409991,78.10166207,83.43874396,81.1668
67.41846918,82.97651015,63.59059812,61.17842553,2800,OVL,TONS,12,73.4230257,77.6400389,49.77956926,46.89060557
91.91654195,92.01508533,63.92754431,81.52832233,16460,MAF,THCK,3,97.86008577,96.30740948,54.23590462,77.06524439
20.87860814,36.90870805,63.95283348,82.467,1000,OVL,TONS,19,29.06986492,0,56.46302836,82.467
100,100,82.91049622,94.989305,4775,OVL,TONW,2,99.90479723,99.99653541,81.6773269,90.00422
73.90107862,89.2241688,65.62241232,72.27672727,2100,OVL,TONS,4,98.21591171,95.80518671,79.74698806,91.08843636
42.86897908,91.10658124,59.31881189,60.056,984,PAO,TONS,13,87.64048494,93.12479936,76.6431349,83.64112
16.11249699,1.782154488,57.57091049,82.467,840,OVL,TONS,20,47.28223531,0,44.71720545,78.921
91.93533335,56.39376096,82.76093282,85.62379471,9866,MAF,TONS,6,90.10569624,38.81604191,82.84986934,79.2889418
97.35962689,97.8467115,78.84367716,89.165,1457,PAO,TONS,5,97.991826,97.3803771,77.2282122,82.861
70.01590711,91.58378035,77.62821614,76.01722,5300,OVL,TONW,14,83.54837072,90.05806221,76.57903911,73.12526
52.63287281,36.13194398,69.99321752,69.02372,2800,OVL,TONS,11,71.34731876,34.331637,63.26607377,64.934
96.34708815,90.94689224,73.80818565,95.77244334,810,TNOL,TONS,2,87.01243248,27.03510525,75.68025412,93.91034591
88.53975675,89.58534119,80.03595936,58.827,12750,MAF,THCK,7,100,100,78.83755222,81.088
97.94497651,99.55935575,83.97177305,60.994,5950,TNOL,THCK,2,100,100,85.98579824,86.998
77.73730985,58.12362269,63.04469931,79.1574,1500,OVL,THCK,11,85.42281344,55.25354773,49.70136828,74.39
97.26151339,73.01779367,81.8338665,79.512,1600,MAF,THCK,11,100,100,85.25284146,96.848
66.64106858,91.15505271,81.18327284,81.03734286,4000,MAF,TONW,6,32.78555875,71.33148972,79.52168322,86.63214286
53.95337254,70.61544313,45.89088816,75.03380073,966,OVL,TONS,16,98.41498573,97.15521741,76.30360819,95.38626
80.83066049,56.25552077,81.39168528,88.15134546,2100,OVL,THCK,7,68.89134134,27.43443047,80.03714027,84.59818182
45.2938441,11.13130424,42.23216036,63.4930632,2500,OVL,TONS,22,64.057353,9.144194611,33.71380879,58.14341
71.5517511,74.62062126,73.81359545,70.056,3800,OVL,AONC,13,80.80678096,74.59463455,74.79921892,68.086
16.26422874,6.504365267,39.9168382,72.223,1000,OVL,TONS,20,29.73598954,4.060670577,25.65388677,71.829
96.01118398,96.83826328,81.03767961,79.86891765,9936,MAF,AONC,4,100,100,80.91382506,83.78173797
99.94718909,99.93233866,82.22116042,97.7860352,3778,OVL,TONS,2,99.87357492,99.78035796,80.38213979,86.98224
100,100,84.97045919,98.227,640,PAO,TONS,2,100,98.56726119,84.24330598,96.454
100,100,87.13090491,99.35150752,3300,OVL,THCK,1,100,99.93115103,87.16283975,95.469
74.47639749,97.94210715,75.3862859,65.9004426,4600,OVL,TONW,10,81.07933808,96.77815263,73.37107729,56.59696
75.78896341,71.43450434,75.57076346,74.0157,2100,OVL,AONC,35,82.14094698,69.96944447,72.33314111,69.88855
55.92461023,64.24640102,38.03691661,72.31759325,3025,MAF,AONC,16,64.08080032,31.94804467,27.03686042,68.7669384
26.63364883,29.22698937,57.13381834,72.31362,1097,OVL,TONW,17,57.33088545,24.98984329,44.02679657,63.90172
17.10779045,67.02110579,52.39864843,65.722,1080,OVL,TONS,15,40.89223671,12.24336353,54.69112319,58.51574
100,100,86.57610364,98.8291108,8750,OVL,THCK,1,100,97.29403849,86.29194576,92.12
83.11618839,73.24883876,62.35856823,53.45517318,11196,MAF,AONC,12,90.86942232,82.03754882,63.60774968,51.08679157
31.6110179,22.69953453,31.31952447,66.707,2400,OVL,TONW,16,100,100,85.27147082,100
81.43066052,88.00923374,77.90706017,64.54,4300,MAF,AONC,11,95.80157512,98.36027416,73.23124408,70.45
90.23668241,74.00926453,81.3852542,86.9075376,5096,OVL,THCK,13,94.38908398,75.84092594,81.19993251,84.50792
89.9321579,79.99130588,76.38633248,59.54598014,11033,MAF,THCK,9,96.17029358,79.86425715,73.75986868,40.07567376
52.63512866,65.04186187,63.87594306,70.844,520,PAO,TONS,16,37.07986174,23.68642328,46.45229674,69.465
47.39032858,75.26977694,25.92015726,55.37701359,3000,MAF,TONW,17,26.88936165,26.39333013,37.3306838,67.01684466
45.12895785,31.95538226,31.81942146,60.41088,1400,OVL,TONS,23,69.03547993,23.02189679,42.44563366,55.25736
4.812621648,9.640268298,3.442921262,43.63185373,940,OVL,TONS,23,29.49480006,11.70143527,7.719300266,43.81251755
54.33592769,43.34221705,7.756201442,49.85387907,6737,MAF,AONC,17,83.35055937,50.97651501,27.02762421,53.94341581
77.88725895,94.39945076,77.60944087,86.68674,2307,OVL,TONS,11,88.73643815,95.85520769,77.30844063,85.26637
100,100,85.60258133,98.3537498,9100,OVL,THCK,1,100,100,84.95324784,92.317
31.19327745,90.42403375,64.33531251,64.1392626,4600,OVL,TONW,10,55.38992785,89.67529834,51.68076505,53.64984
99.28979115,95.09533821,83.55104201,64.934,13500,MAF,THCK,7,99.00216,95.32394093,83.29242867,60.6
84.75249964,67.32917334,82.63799992,69.55956,10504,OVL,THCK,7,94.89517267,71.98773406,82.31847508,62.48332
90.14445479,69.22981659,71.58808539,81.07175258,7016,MAF,AONC,8,94.64122877,68.00830027,67.90336364,82.15068299
82.9811416,48.39194962,84.19487268,73.799,9650,MAF,THCK,6,89.09481567,46.07098246,82.91375642,70.056
31.57755659,37.23816024,54.09656288,70.78884,1200,TNOL,TONS,1,39.58506465,9.234206671,44.21705459,67.79247
100,100,79.45842941,88.377,3200,TNOL,TONW,2,97.70012212,99.94909075,76.38049699,86.998
96.1203926,96.04662606,82.8204598,84.831,4100,OVL,THCK,5,96.8603232,94.83443228,82.2464082,86.74978
100,100,82.6514311,96.9251217,4900,OVL,TONS,2,100,98.933026,81.44262768,90.52162272
53.93193864,26.15758291,51.35658935,63.50386224,4600,OVL,AONC,30,72.75089236,28.87689707,46.59472779,65.38108159
100,100,78.66746874,94.49582,670,TNOL,TONS,2,98.27855631,91.1823174,73.21499925,94.878
56.84322585,13.1339012,19.46303941,49.74136,5063,OVL,AONC,30,77.15160218,21.93027181,19.45157872,46.43964
68.97583309,67.36968078,43.36216392,53.83674375,3000,OVL,THCK,19,83.2637241,41.76370067,36.26050152,55.52725
60.67079087,82.36299479,64.67597094,81.876,570,PAO,TONW,19,76.57139757,70.91348885,63.82581685,83.649
63.83458428,85.26131846,65.99221041,79.906,1178,OVL,TONW,13,71.35537129,79.3031836,66.56169578,84.24
98.84155946,100,83.13363315,85.422,2300,PAO,TONS,5,98.84231482,99.99168146,81.9484969,77.345
99.62810576,98.57114811,83.10951025,85.028,2350,SEAL,THCK,4,98.93902947,98.95933954,82.57995547,86.604
100,100,86.81956446,91.529,6300,OVL,THCK,1,100,100,86.48959614,91.529
96.36759299,73.98782497,83.91203262,86.801,2729,NOVA,THCK,4,97.65202311,79.12550609,83.11141028,88.18
68.03315785,37.70721467,52.03868112,49.0952,17900,OVL,TONS,36,84.4120108,33.20238199,56.77021467,58.79885714
69.35610113,5.704211807,79.93119884,83.45988,2668,OVL,AONC,13,54.49617767,0,79.10116056,81.55292
100,100,86.36410139,96.92805383,2900,OVL,TONS,1,100,100,86.04539979,96.06
97.5793831,96.98384667,82.3099611,85.49686,2500,OVL,TONS,6,94.39162791,86.2441886,81.83159506,83.04224
100,99.95646724,83.01463426,93.696,1500,OVL,TONS,3,97.98464911,83.66921245,82.5074054,91.135
100,100,83.61587213,96.81652956,8166,OVL,THCK,2,99.82758734,99.97566181,82.35758258,88.15522013
39.47998665,23.94009555,58.03414262,67.5916482,2897,OVL,TONS,13,75.24853164,29.39197937,43.58841297,60.06416
85.4529838,92.18823209,81.09494178,89.98452,1434,OVL,TONS,11,89.9726217,92.68633661,80.17627986,88.3573
84.42463007,80.11357481,64.22920282,79.3347,2490,MAF,TONS,12,87.11830706,73.16831556,59.19269091,74.1142
95.65972297,85.99483665,80.76840638,84.043,3695,OVL,THCK,12,97.46280191,93.17575595,82.57790851,92.1791
99.64218545,99.00726808,78.69679045,85.422,2887,MAF,TONW,4,99.75121269,98.42309599,78.60236357,88.968
96.29831716,85.57977735,83.52781562,83.452,8400,MAF,THCK,6,99.03402596,89.29469002,83.68001228,85.225
49.06716943,37.18075292,4.922741368,65.58513684,1969,OVL,THCK,18,64.15951538,36.34072395,0,62.92252632
98.64738824,99.63599537,81.77641592,77.739,3400,REC,THCK,8,99.99299997,100,81.79887726,81.67703
88.2795937,71.82087571,71.82619177,78.71404454,7300,MAF,THCK,13,91.14940804,71.24161407,73.9688002,83.59458244
82.45996146,59.24147824,84.36112418,71.041,9650,MAF,THCK,6,89.84081167,61.7696157,83.3946616,69.465
99.67872658,95.14260596,83.36128019,87.14889362,5245,MAF,THCK,5,98.86765445,94.29852877,82.47167627,90.59484277
60.47997418,93.12160668,74.24328788,76.8919,1600,OVL,TONS,19,70.76994619,75.95294795,73.14724405,83.24515
71.3809198,90.82602595,56.04026853,84.831,1100,OVL,TONW,19,100,100,50.94712585,83.11316
45.19601296,71.57081716,55.47903602,74.35617589,1500,PAO,THCK,1,92.28645103,90.70022757,78.81530923,88.54248
99.40105561,98.68878039,75.40410798,85.2112888,3800,PAO,TONW,5,98.73488317,97.41579578,75.79096233,76.70475
100,100,83.47935902,98.54954784,2400,OVL,THCK,1,100,100,83.03824519,96.06
34.8242041,6.800060806,23.72295822,51.304949,1982,OVL,TONS,18,100,100,20.68035018,51.25432
96.25793032,91.02555413,81.48196584,84.72462,3885,OVL,TONS,6,92.56660093,68.6571287,81.04391609,78.70824
54.99515178,39.30901292,60.08759841,76.531784,1100,OVL,TONS,15,70.23801489,19.52910891,53.48434875,73.799
100,100,86.97630461,99.16336464,8750,OVL,THCK,1,100,100,86.79325051,94.484
69.32400839,70.16881068,62.47187974,65.3504974,11500,OVL,TONS,13,99.83247146,99.72295309,81.28298077,95.258604
20.7913493,13.17139005,14.05658538,56.069,1700,OVL,TONW,17,100,100,79.52220776,95.666
64.72895304,84.5704951,53.46608356,64.737,3902,OVL,TONS,14,4.213795881,0,51.19479199,58.236
76.10740583,86.24001252,35.9486508,60.6,9700,SEAL,TONS,39,100,100,72.56180302,92.12
99.52051662,98.59935264,82.98324405,64.934,13500,MAF,THCK,7,99.66256196,98.78949976,83.01784744,58.236
57.69230973,67.88575268,54.70663334,72.12056,1400,OVL,TONW,11,77.48264229,48.07260438,41.90947136,62.176
100,100,82.7137347,98.98742,640,OVL,TONS,2,86.30834407,96.61491067,80.08938085,96.06
99.90154761,99.63308508,86.90746572,92.711,2313,OVL,THCK,25,100,99.43091972,86.79701877,95.469
85.37476183,76.285672,76.24356757,65.95134328,6200,OVL,AONC,8,90.99579769,78.4050847,76.17558122,68.42119403
90.14212542,80.20448257,82.42233184,75.966,5109,OVL,THCK,9,100,100,84.05995896,94.484
64.6280362,64.09360295,68.54585148,69.00796,4100,OVL,AONC,11,83.50639079,67.6677248,70.68315047,69.20299
57.36613445,87.78150304,61.97554205,64.6335462,3200,OVL,TONW,4,100,100,84.50392746,97.89775304
86.42424574,94.71012202,73.41180412,82.40739883,2700,MAF,TONS,12,84.49131476,91.85000943,75.1574989,77.07905
51.98325093,59.38871625,0,51.17567839,2655,OVL,TONS,15,79.73027682,57.95161631,11.75123738,43.82035176
100,100,86.52041975,99.4395744,8350,OVL,THCK,1,100,100,86.25885752,95.863
75.32553971,83.4080644,77.58633678,79.46947921,1700,OVL,THCK,14,76.7822716,70.52425746,76.72890627,81.87990099
90.70328298,99.88825331,83.93960643,93.105,6000,SEAL,TONS,3,75.11854125,97.78014043,77.34406207,90.938
87.43443469,88.53998806,83.49343747,86.3981744,6620,MAF,THCK,6,84.14932007,85.89133057,83.3059264,88.1406
94.09744959,98.3952933,81.37938256,69.25224,4500,MAF,TONS,9,96.76716465,99.06099165,81.33712245,75.36515
73.06341782,68.15393383,38.77819024,34.70982222,6278,OVL,THCK,15,100,98.30047242,69.47613234,84.57562963
100,100,82.62476816,98.699012,860,OVL,TONW,1,100,100,82.17191348,97.636
99.86865288,99.55351156,80.62514638,87.195,2845,MAF,TONW,4,99.58991933,99.19491081,80.73138303,91.135
71.12742604,90.58623484,74.11058917,62.55682042,5677,OVL,TONS,10,82.26984434,92.00077255,70.56592965,53.00440141
100,100,76.61572901,94.59019167,630,TNOL,TONW,1,86.73418021,90.47666002,74.15677192,91.65508
100,100,83.77474177,97.3996,2038,OVL,TONS,1,100,99.90834229,82.17260229,88.771
66.78057376,14.96680256,71.90257024,41.688,2550,OVL,THCK,24,100,100,85.52147696,100
99.51135445,98.09764696,84.08525765,37.748,5400,SEAL,THCK,3,99.66956787,96.33290246,84.30501826,37.945
43.99554583,0.959895535,11.36159508,70.09204574,541,OVL,THCK,21,57.41978615,0.905377254,7.033160573,63.64886912
83.14741817,79.96290142,78.70704746,72.27407407,8000,OVL,AONC,12,87.59575891,79.74709123,79.67679528,68.40703704
92.55835232,70.79000389,64.99934684,89.5503013,8400,OVL,AONC,36,95.03180046,69.10465101,58.73387171,80.86285714
44.82796599,2.102455668,64.34274791,72.059884,1827,OVL,TONS,18,100,100,46.33035191,66.47848
100,100,84.93147634,93.5651132,8313,TNOL,THCK,1,99.9798967,99.65470046,85.00277643,84.437
51.54818521,93.20775671,61.15490984,69.32316,4800,OVL,TONS,10,75.55441517,94.74899245,59.09393069,74.02358
97.84063185,97.03125,83.87610626,98.19015854,1600,PAO,TONW,1,100,100,83.79890171,96.06
99.64302271,99.77235998,77.34796107,84.50692967,1900,TNOL,TONS,2,91.09370792,91.25310641,77.55279435,80.9427321
100,100,83.78052116,89.756,5000,TNOL,TONW,2,99.6463537,98.48379216,83.79070095,78.85993
65.07499993,45.78264953,49.94289517,61.40310105,2708,OVL,THCK,24,62.4579889,28.96595569,44.38477824,74.41745645
81.41123829,87.67263014,63.48105405,54.42602,3600,OVL,TONS,12,78.14952595,89.05327242,60.89132411,47.992
93.7407115,98.35433059,83.19972537,83.08716804,1000,PAO,TONS,6,87.29996663,96.17621532,81.77400111,87.83507638
52.51820645,36.00577902,25.16916228,66.47848,500,OVL,TONW,14,51.60512489,16.48685666,18.98063289,65.0719
83.54980961,83.87810914,71.23670878,86.86666667,8960,REC,THCK,44,94.79779223,91.10147821,70.63901089,85.55333333
48.35751011,32.32742474,46.99401681,57.51447958,4906,OVL,TONS,14,98.06485815,94.56044237,76.05568064,91.10780312
83.0810028,95.04564642,79.05043463,72.5651579,7145,OVL,THCK,22,86.0192598,96.09110859,77.79948471,75.31278947
97.25571519,91.00069828,85.44310907,74.981,23701,MAF,THCK,4,99.91333023,93.3419164,85.19505095,65.722
47.98237235,28.53413196,50.25165972,60.3713618,2771,OVL,TONS,13,77.11572517,31.38552268,41.53787043,61.585
87.62613792,92.92719866,84.05052963,57.645,12750,MAF,THCK,7,100,100,85.03103037,96.848
97.88050271,98.36827783,85.51964776,79.118,7200,MAF,THCK,5,98.50541281,99.17232453,85.5576484,75.769
92.88430532,84.38694864,77.62305606,81.05944404,2500,OVL,THCK,28,96.9076898,85.15679284,77.69383582,78.33
1.917277652,54.08085572,26.02539264,41.885,970,SEAL,TONW,30,29.21146536,0.388733172,14.6337763,33.461
90.37550091,67.93411576,81.85750899,73.996,6044,OVL,THCK,9,100,100,84.75070807,93.7157
95.81248819,96.73599413,74.26886432,72.65381313,8576,MAF,TONS,8,98.95746833,96.99906204,77.58969855,74.32751717
71.51299784,44.73539042,70.71752825,85.69980339,2536,OVL,THCK,14,80.9185163,39.51708317,69.04158098,89.54072165
76.91658981,83.40156626,80.24908956,69.73376598,8000,OVL,AONC,12,83.23860707,78.82346624,80.27769889,70.9704222
100,100,78.25928268,90.1256902,5100,TNOL,TONS,2,43.94576833,5.174956304,74.42594141,85.60521
84.43346529,79.15305485,65.95914594,85.42330537,3100,TNOL,TONS,2,79.94657342,54.19368844,65.64612918,81.97151515
92.76098904,99.90183453,78.13985548,69.4103916,6040,PAO,TONS,6,89.50782678,99.40493573,76.26301536,50.876868
42.39404855,52.93605811,42.98239104,60.6784454,2500,OVL,TONS,18,76.04635923,55.56949433,42.05727628,61.96718
18.6857338,1.331865602,28.64443504,76.36,430,OVL,TONS,18,29.49860128,0,7.555874412,78.133
80.38909974,87.4112193,74.12541132,85.20423209,1900,TNOL,TONS,2,82.38585756,86.94324498,72.23856542,83.4717
100,100,83.41814617,86.6298464,9100,TNOL,THCK,1,100,100,83.21106234,78.724
92.11826565,73.82094316,73.44109072,95.37269777,470,OVL,TONS,11,88.42396352,52.66321429,72.53590486,96.40657407
65.0880065,70.83402613,64.52746857,73.12132,1823,MAF,TONW,11,76.81121569,50.42332798,55.4902313,66.51
78.29762377,77.79425724,46.94168702,76.8420984,2500,MAF,TONS,11,70.11433237,46.03050096,69.92948666,74.08268
51.27088899,46.16413835,23.56372722,60.4410604,3388,OVL,TONS,18,67.60587632,31.74162935,28.50993563,48.88047
58.48755205,38.85410968,8.171082254,71.27837456,3733,OVL,AONC,2,99.26344355,95.08178077,77.46196977,92.12
52.19576256,41.98855172,76.14392506,27.354,2650,OVL,THCK,30,100,100,86.62048533,99.212
20.72081007,52.18492249,42.67810796,75.20952,820,OVL,TONW,19,42.10984857,40.35194917,26.59800987,73.83249
100,100,84.37828532,91.39146248,2500,TNOL,THCK,1,100,99.81154682,84.03862003,87.786
100,100,84.41766721,91.8237908,9100,TNOL,THCK,1,100,100,84.20495529,81.088
100,100,84.52764303,93.499,12800,TNOL,THCK,1,100,99.73603094,84.36548814,88.574
81.8270985,48.32169167,50.20366587,64.89818182,7700,OVL,TONS,17,89.60250835,48.86424863,52.90149697,62.92818182
73.42820412,88.68481816,76.26756076,65.31670701,4100,PAO,TONW,11,100,100,82.19709176,92.9228482
99.88819738,97.67096106,80.55141284,64.934,13678,MAF,THCK,7,99.83043139,97.17196531,79.32870884,60.6
66.40716655,60.16306633,78.85104548,39.324,2650,OVL,THCK,30,100,100,87.08857833,100
60.00889296,39.3853828,35.59930016,61.8935808,3502,OVL,TONS,22,62.48522795,20.02576311,55.38641696,59.90853
100,100,82.92842,93.893,1874,OVL,TONS,3,98.06465216,79.92927818,82.95381739,94.09
89.1527696,82.98825026,76.88082391,85.3039755,2700,OVL,AONC,19,84.19662258,68.13688865,73.74652035,78.09087973
99.68731222,98.85617561,65.6113213,90.29153647,3100,OVL,THCK,1,100,100,79.5879518,92.33888889
59.63501405,50.89734214,40.758263,74.4621808,1600,OVL,TONS,29,48.57636614,30.23300009,48.08991965,72.87113
100,99.77576556,78.32698237,82.76702257,5396,MAF,THCK,3,99.50264676,97.40441334,82.08759589,84.3166537
97.99469789,89.63040825,71.04088253,49.2725,6000,MAF,AONC,9,90.57597543,70.34584694,44.68272137,69.268
97.423939,84.16517465,83.36324163,93.105,1450,OVL,THCK,2,98.92414816,77.85543781,83.29668047,93.105
63.73095724,56.52820808,66.05123878,72.74910588,1300,OVL,TONS,13,75.93821158,49.58647541,59.61337512,68.30617647
86.79348524,74.93649098,70.18019543,73.46958045,5600,OVL,AONC,19,85.42238895,67.09207273,66.29779154,78.56699248
99.93800899,100,84.89587006,92.908,580,MAF,THCK,4,99.72533077,100,83.99474284,93.893
53.97731333,62.45925996,52.84523365,66.51,2200,OVL,THCK,14,60.16174541,42.82575718,53.46540917,56.66
47.72500979,54.86889477,30.76249078,75.90793684,1000,OVL,AONC,19,30.67297381,7.645731506,54.17823695,82.16631579
97.5162491,93.35221873,73.62833577,74.2862943,11250,MAF,AONC,4,97.58522109,85.38524318,69.29597699,49.30056995
99.21956687,97.12555622,72.69229418,92.48135112,1568,MAF,AONC,3,94.59399368,67.51658152,73.29507143,92.88365169
98.69011936,99.69191752,80.12441727,80.77796721,6233,MAF,TONS,5,97.28139445,97.52928261,78.77569091,72.85378754
98.02682047,99.90613114,80.03823773,89.95694,3400,MAF,THCK,3,99.53215735,99.85163038,78.61626834,90.73706
80.72263265,86.6187482,64.07314403,52.72,4200,OVL,TONS,13,84.69378958,94.80310492,72.6576439,44.84
95.95290034,85.59995806,81.03356365,80.73777778,6710,MAF,THCK,8,95.90505092,80.40849557,81.11219993,86.64777778
32.38940281,30.82972628,62.29575944,79.69384615,1100,REC,THCK,30,47.57626006,30.34088139,63.73572411,82.5225641
67.95215609,76.9866695,41.26534082,69.00796,1586,OVL,TONW,14,72.53236962,75.19252306,37.19657853,65.62744
77.6854492,69.89495886,56.50510072,79.09141104,5200,OVL,TONS,2,99.02569456,96.53482974,70.56239816,87.3702454
97.1680162,96.66966075,77.85720745,94.61008,3408,TNOL,AONC,2,79.01855755,46.48703138,75.93429974,86.64931
44.28780681,38.94358086,63.09866806,58.28088608,1400,HROL,TONS,12,67.92432538,26.59511392,59.22977438,48.30221266
91.02985202,99.5537577,80.65302624,80.20209185,17900,REC,THCK,6,94.6835652,99.42239292,80.23342969,78.70201717
53.04000361,32.06656176,62.07863739,75.11496,1500,OVL,TONS,24,71.8147042,22.77408533,60.22878225,71.19072
100,100,82.92064493,98.0184952,2400,OVL,TONS,1,100,100,82.67509998,96.257
45.33148644,73.72096156,14.22950442,44.66488889,1600,OVL,TONW,14,60.16182261,66.88019986,0,30.83111111
28.2192498,1.297254459,67.15089292,58.36672675,6669,OVL,TONS,16,50.51580885,5.692803437,54.53630383,55.22111708
24.43104982,0.107353761,72.76553121,57.32155349,11194,PAO,THCK,16,41.59079287,0,64.47187344,43.20516524
92.33298631,78.20557409,81.57061875,68.51152,11869,OVL,THCK,7,97.61735215,81.23810499,81.46156137,64.96552
53.64545162,39.92927003,56.59564082,60.403,2664,PAO,TONS,18,84.27733348,49.68157909,56.13144393,65.328
93.84690644,93.23297218,74.55931401,88.377,740,OVL,TONS,5,87.59463604,91.60867819,71.75157412,85.8751
54.83023951,63.1527975,69.74262252,78.9013,3700,PAO,TONW,19,100,100,81.98447125,97.636
81.53113857,69.59199797,38.81113872,47.2882417,13267,OVL,AONC,2,99.8681502,98.77099609,72.60695491,79.57531209
54.81211971,16.33301423,60.64000682,77.475414,1300,OVL,TONS,15,65.9866134,4.95189886,54.85150264,78.19604
39.84852792,88.90388026,70.07063914,77.1874,1071,PAO,TONS,18,53.66955564,55.16357794,70.06389239,78.49911833
98.38960134,98.15816566,79.32341727,80.9297954,5917,OVL,THCK,22,97.74137252,95.30942684,79.8721636,82.29519182
50.24553129,76.73436678,45.43020415,57.645,1000,OVL,TONS,15,100,100,37.10278181,55.084
27.05703881,24.98248754,40.51750587,86.63345794,2400,MAF,THCK,20,33.06698009,0,71.63890766,81.62560748
44.11959011,47.88127536,2.007679237,50.20232365,2025,MAF,TONS,16,85.56554829,85.17552236,50.24602864,83.01494882
9.066658172,50.70067496,64.56111573,76.360394,2700,PAO,THCK,19,58.37256734,17.24473317,64.87303955,76.1433
1.635003324,35.97284681,37.82037102,55.9563554,1200,OVL,TONS,23,0,0,30.77850556,55.675
45.59512485,14.06634806,72.77304936,85.05301587,3200,OVL,THCK,14,73.14715143,34.41411909,66.92505865,88.18
49.26750601,34.4853072,70.67319537,77.6769056,2100,OVL,TONS,14,60.20866952,7.789421875,68.91380243,77.84932
80.51044035,86.09376386,73.92486669,68.677,2650,PPST,THCK,5,90.70628697,86.53395745,73.3092974,68.677
49.07595083,34.50182448,48.40659931,70.55944444,3601,OVL,AONC,17,94.89615538,85.02052075,39.91975401,85.44388889
99.55934165,92.27332978,84.7225569,81.876,6250,PPST,THCK,3,99.85838794,86.44128086,84.78152481,81.876
100,100,83.38924211,98.2786928,10198,OVL,THCK,1,100,100,83.52092776,92.908
30.78439044,49.0087842,11.98915622,65.59198,1012,OVL,TONS,14,54.82894847,33.11002488,1.360457213,66.72107143
